S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
211,2013,NISSAN VERSA SL,23770,3N1CN7AP7DL857334,AUTO THRIFT,"$9,500 ","990 N Broadway Escondido, CA 92026",(760) 738-0078,HALLMARK MOTORS SALES,"$9,500 ","3720 Sunnyside Dr Ste F Riverside, CA 92506",(951) 943-4564,,,,
212,2012,NISSAN ROGUE FWD SL,17962,JN8AS5MT7CW258182,,,,,CARMAX # 7129,"$15,250 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
213,2013,NISSAN ALTIMA 4C S,36190,1N4AL3AP5DN479491,PREMIER AUTOMOTIVE IMPORTS OF CA LLC,"$10,750 ","5601 Cushing PkwyFremont, CA 94538",(510) 668-8700,VARIETY AUTO SALES,"$11,000 ","5325 W Mission Ave Ontario, CA 91762",(800) 909-2277,,,,
214,2011,NISSAN VERSA 1.8 SL,41396,3N1BC1CP9BL967731,BETTER WAY AUTO,"$3,250 ","701 Palomar Airport Rd. #300 Carlsbad, CA 92011",760-822-9418,EQUITY AUTO CENTER LLC,"$4,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
,,,,,EQUITY AUTO CENTER LLC,"$4,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,,,,,
,,,,,ATLANTA BEST USED CARS LLC,"$3,750 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,,,,,
215,2013,NISSAN PATHFIND AWD PLATINUM ,43798,5N1AR2MM3DC618691,ALTANTA BEST USED CARS LLC,"$21,500 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,ALTANTA BEST USED CARS LLC,"$21,500 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,
,,,,,LOTUS OF JACKSONVILLE,"$21,250 ",NA,NA,,,,,,,,
216,2010,NISSAN SENTRA 2.0 S,90562,3N1AB6AP1AL709458,EQUITY AUTO CENTER LLC,"$4,250 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$4,250 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
217,2014,NISSAN SENTRA S,50399,3N1AB7AP6EY218883,ATLANTA BEST USED CARS LLC,"$7,250 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,ATLANTA BEST USED CARS LLC,"$7,250 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,
,,,,,EQUITY AUTO CENTER LLC,"$7,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,,,,,
218,2011,NISSAN ALTIMA V6 3.5 SR,52386,1N4BL2EP4BC135460,EQUITY AUTO CENTER LLC,"$9,750 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$9,750 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
219,2013,NISSAN PATHFIND FWD SV,36927,5N1AR2MN8DC611177,ATLANTA BEST USED CARS LLC,"$15,750 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,ATLANTA BEST USED CARS LLC,"$15,750 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,
,,,,,JIM THOMPSON AUTOS INC,"$15,500 ","499 Roswell St Ne Marietta, GA 30060",(770) 422-6161,,,,,,,,
,,,,,CENTRAL AUTOHAUS,"$14,750 ","640 S Central Expy Richardson, TX 75080",(972) 437-5555,,,,,,,,
220,2012,NISSAN G37 4X2 BASE ,25103,JN1CV6FE0CM200834,ATLANTA BEST USED CARS LLC,"$21,500 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,CENTRAL AUTOHAUS,"$22,500 ","640 S Central Expy Richardson, TX 75080",(972) 437-5555,,,,
,,,,,LOTUS OF JACKSONVILLE,"$22,250 ",NA,NA,,,,,,,,
,,,,,CENTRAL AUTOHAUS,"$22,500 ","640 S Central Expy Richardson, TX 75080",(972) 437-5555,,,,,,,,
221,2014,NISSAN ALTIMA 4C,31631,1N4AL3AP0EC155099,EQUITY AUTO CENTER LLC,"$8,750 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,CAL WEST MOTORS,"$9,250 ","1977 E 14th St San Leandro, CA 94577",(510) 614-9400,,,,
,,,,,ATLANTA BEST USED CARS LLC,"$9,000 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,,,,,
222,2014,INFINITI QX50 4X2 JOURNEY,16743,JN1BJ0HP6EM210385,MOSSY NISSAN ,"$24,500 ","3535 College Blvd Oceanside, CA 92056",(888) 801-3780,MOSSY NISSAN ,"$24,500 ","3535 College Blvd Oceanside, CA 92056",(888) 801-3780,,,,
,,,,,ATLANTA BEST USED CARS LLC,"$21,250 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,,,,,
,,,,,LOTUS OF JACKSONVILLE,"$22,750 ",NA,NA,,,,,,,,
223,2015,NISSAN ALTIMA 4C 2.5,28887,1N4AL3AP2FC143344,ATLANTA BEST USED CARS LLC,"$11,000 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,ATLANTA BEST USED CARS LLC,"$11,000 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,
,,,,,HOVE NISSAN INC,"$10,750 ","1405 N Kinzie Dr Bradley, IL 60915",(815) 932-8600,,,,,,,,
224,2014,NISSAN ROGOUE SEL FWD S,17538,JN8AS5MT8EW618868,BETTER WAY AUTO,"$11,000 ","701 Palomar Airport Rd. #300 Carlsbad, CA 92011",760-822-9418,JERSY AUTO,"$12,500 ",NA,NA,,,,
,,,,,ATLANTA BEST USED CARS LLC,"$12,250 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,,,,,
225,2014,NISSAN SENTRA SV,32058,3N1AB7AP0EL684077,ALTANTA BEST USED CARS LLC,"$8,500 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,ALTANTA BEST USED CARS LLC,"$8,500 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,
226,2010,NISSAN ALTIMA 4C 2.5 S,92811,1N4AL2EP6AC194469,EQUITY AUTO CENTER LLC,"$7,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$7,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
,,,,,ATLANTA BEST USED CARS LLC,"$6,000 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,,,,,
,,,,,AUTO JUNCTION INC,"$6,750 ","1015 N Scottsdale Rd Tempe, AZ 85281",(480) 377-0552,,,,,,,,
227,2014,INFINITI Q60 4X2,4955,JN1CV6FE1EM901126,LOTUS OF JACKSONVILLE,"$29,000 ",NA,NA,LOTUS OF JACKSONVILLE,"$29,000 ",NA,NA,,,,
,,,,,ATLANTA BEST USED CARS LLC,"$27,000 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,,,,,
,,,,,MOSSY NISSAN ,"$28,750 ","3535 College Blvd Oceanside, CA 92056",(888) 801-3780,,,,,,,,
228,2013,NISSAN VERSA SV,33670,3N1CN7AP7DL824639,EQUITY AUTO CENTER LLC,"$7,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$7,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
,,,,,AUTO JUNCTION INC,"$6,750 ","1015 N Scottsdale Rd Tempe, AZ 85281",(480) 377-0552,,,,,,,,
,,,,,AUTO MERCHANTS INC,"$6,000 ","4464 W Plano Pkwy Plano, TX 75093",(469) 429-4008,,,,,,,,
