Dealership,Address,Phone,Year,Make Model,Vehicle Odometer,Vehicle VIN,Amount,Bid Type,Auction Date
,,,2013,INFINITI JX35 AWD,33647,5N1AL0MM5DC316177,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,22765,JN1CV6AP7DM724394,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24862,JN1CV6AP7DM713637,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,27458,JN1CV6AP1DM301360,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 AWD,36227,5N1AL0MM6DC348474,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 AWD,12368,5N1AL0MM6DC312882,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 AWD,51496,5N1AL0MM0DC335364,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,39653,JN1CV6AP8DM714408,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23696,JN1CV6EKXDM923857,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 IPL,24752,JN1CV6FE0DM230174,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19914,JN1CV6AP5DM304326,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19827,JN1CV6APXDM712532,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19827,JN1CV6APXDM712532,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23442,JN1CV6EK4DM900834,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23442,JN1CV6EK4DM900834,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 AWD,2063,5N1AL0MM3DC330255,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16771,JN1CV6AP7DM305008,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16771,JN1CV6AP7DM305008,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30107,JN1CV6AP7DM300651,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30107,JN1CV6AP7DM300651,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,36468,5N1AL0MN1DC308649,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30164,JN1CV6AP9DM304216,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 IPL,25245,JN1CV6EKXDM900112,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 IPL,25245,JN1CV6EKXDM900112,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 SPORT,28274,JN1CV6EK7DM920348,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23970,JN1CV6AP5DM725169,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23970,JN1CV6AP5DM725169,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,17486,JN1CV6AP2DM725758,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,17486,JN1CV6AP2DM725758,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,14477,5N1AL0MM2FC525394,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 IPL,48794,JN1CV6EK0DM900006,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19850,JN1CV6AP5DM712454,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 AWD,33647,5N1AL0MM5DC316177,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,22765,JN1CV6AP7DM724394,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24862,JN1CV6AP7DM713637,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,27458,JN1CV6AP1DM301360,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 AWD,36227,5N1AL0MM6DC348474,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 AWD,12368,5N1AL0MM6DC312882,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 AWD,51496,5N1AL0MM0DC335364,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,39653,JN1CV6AP8DM714408,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23696,JN1CV6EKXDM923857,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 IPL,24752,JN1CV6FE0DM230174,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19914,JN1CV6AP5DM304326,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19827,JN1CV6APXDM712532,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,19827,JN1CV6APXDM712532,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23442,JN1CV6EK4DM900834,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23442,JN1CV6EK4DM900834,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 AWD,2063,5N1AL0MM3DC330255,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16771,JN1CV6AP7DM305008,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,16771,JN1CV6AP7DM305008,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30107,JN1CV6AP7DM300651,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30107,JN1CV6AP7DM300651,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,36468,5N1AL0MN1DC308649,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30164,JN1CV6AP9DM304216,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 IPL,25245,JN1CV6EKXDM900112,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 IPL,25245,JN1CV6EKXDM900112,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 SPORT,28274,JN1CV6EK7DM920348,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23970,JN1CV6AP5DM725169,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,23970,JN1CV6AP5DM725169,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,17486,JN1CV6AP2DM725758,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,17486,JN1CV6AP2DM725758,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
AUSTIN INFINITI INC,,
,,,2016,INFINITI QX70 AWD,13472,JN8CS1MW9GM400254,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q50 4X2 V6 SPORT,10171,JN1AV7APXFM790163,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 FWD V6,2705,5N1AL0MN0FC500275,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 FWD V6,2705,5N1AL0MN0FC500275,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX70 4X2,8535,JN8CS1MU1FM381177,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX70 4X2,8535,JN8CS1MU1FM381177,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q60 4X2 JOURNEY,4379,JN1CV6EK4FM871760,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q60 4X2 JOURNEY,4379,JN1CV6EK4FM871760,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,31561,JN1CV6AP3DM726594,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,31561,JN1CV6AP3DM726594,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30049,JN1CV6AP2DM719927,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30049,JN1CV6AP2DM719927,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,9612,JN1CV6AP6DM723737,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 FWD V6,8581,5N1AL0MN8FC505322,,Bid,2/24/2016 5:47:31 PM
,,,2015,INFINITI QX60 FWD V6,8581,5N1AL0MN8FC505322,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2016,INFINITI QX70 AWD,13472,JN8CS1MW9GM400254,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI Q50 4X2 V6 SPORT,10171,JN1AV7APXFM790163,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,2238,JN8AZ2NE1F9085109,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 FWD V6,2705,5N1AL0MN0FC500275,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 FWD V6,2705,5N1AL0MN0FC500275,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX70 4X2,8535,JN8CS1MU1FM381177,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX70 4X2,8535,JN8CS1MU1FM381177,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2015,INFINITI Q60 4X2 JOURNEY,4379,JN1CV6EK4FM871760,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI Q60 4X2 JOURNEY,4379,JN1CV6EK4FM871760,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX80 4X4,9741,JN8AZ2NE1F9082016,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 AWD V6,22030,5N1AL0MM4FC527714,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,24095,JN1CV6AP7DM723889,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,31561,JN1CV6AP3DM726594,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,31561,JN1CV6AP3DM726594,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30049,JN1CV6AP2DM719927,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,30049,JN1CV6AP2DM719927,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,9612,JN1CV6AP6DM723737,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 FWD V6,8581,5N1AL0MN8FC505322,,Bid,2/24/2016 6:09:09 PM
,,,2015,INFINITI QX60 FWD V6,8581,5N1AL0MN8FC505322,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
COULTER INFINITI,,
,,,2015,INFINITI Q50 4X2 V6 SPORT,10171,JN1AV7APXFM790163,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,19918,5N1AL0MN1DC313317,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 FWD,38879,5N1AL0MN6DC315208,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,19296,JN1AV7AP9EM690909,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,38496,JN1BV7AP5EM688904,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,29427,JN1BV7AP0EM678944,,Bid,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,29427,JN1BV7AP0EM678944,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,32099,JN1CV6AP4DM300137,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 JOURNEY,32099,JN1CV6AP4DM300137,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 AWD,2063,5N1AL0MM3DC330255,,Bid,2/24/2016 5:47:31 PM
,,,2013,INFINITI JX35 AWD,2063,5N1AL0MM3DC330255,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,Bid,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q50 4X2 V6 SPORT,10171,JN1AV7APXFM790163,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,19918,5N1AL0MN1DC313317,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 FWD,38879,5N1AL0MN6DC315208,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6 PREMIUM,19296,JN1AV7AP9EM690909,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,38496,JN1BV7AP5EM688904,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,29427,JN1BV7AP0EM678944,,Bid,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,29427,JN1BV7AP0EM678944,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,32099,JN1CV6AP4DM300137,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 JOURNEY,32099,JN1CV6AP4DM300137,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 AWD,2063,5N1AL0MM3DC330255,,Bid,2/24/2016 6:09:09 PM
,,,2013,INFINITI JX35 AWD,2063,5N1AL0MM3DC330255,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,Bid,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
INFINITI OF MISSION VIEJO,,
,,,2015,INFINITI Q50 4X2 V6 SPORT,10171,JN1AV7APXFM790163,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2014,INFINITI Q50 4X2 V6,20343,JN1BV7AP6EM681315,,SOLD,2/24/2016 5:47:31 PM
,,,,,0,,,SOLD,2/24/2016 5:47:31 PM
,,,2013,INFINITI G37 4X2 BASE,11287,JN1CV6FE9DM771272,,SOLD,2/24/2016 5:47:31 PM
,,,2015,INFINITI Q50 4X2 V6 SPORT,10171,JN1AV7APXFM790163,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2014,INFINITI Q50 4X2 V6,20343,JN1BV7AP6EM681315,,SOLD,2/24/2016 6:09:09 PM
,,,,,0,,,SOLD,2/24/2016 6:09:09 PM
,,,2013,INFINITI G37 4X2 BASE,11287,JN1CV6FE9DM771272,,SOLD,2/24/2016 6:09:09 PM
