S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
,,,,,PENEGON MISSION VIEJO INC,"$14,500 ","1455 Auto Mall Dr,  Santa Ana, CA 92705  ",(949) 365-8750  ,,,,,,,,
192,2010,MERCEDES C350W 3.5L SPORT,60080,WDDGF5GB4AR118895,REDLINE EUROPEAN,"$15,750 ","9580 Black Mountain Rd Ste C San Diego, CA 92126",(858) 704-8500,CAR STAR MOTORS,"$16,000 ","12460 Victory Blvd North Hollywood, CA 91606",(818) 781-5333,,,,
,,,,,HAWTHORNE MOTORS PRE OWNED,"$14,750 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,,,,,,,,
193,2008,MERCEDES E350W,163773,WDBUF56X68B229542,WORLD WIDE CAR COMPANY LLC,"$6,750 ","3879 East Kent Avenue Gilbert, AZ 85296",480-239-4572,HIJAZI AUTO SALES,"$6,500 ","84311 Avenida Florabunda Coachella, CA 92236",N/M,,,,
194,2011,BMW 528IA 528I,90471,WBAFR1C58BC742058,FREEWAY AUTO CENTER,"$17,000 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222,,,,,FREEWAY AUTO CENTER,"$17,000 ","333 South Waterman Ave San Bernardino, CA 92408",(909) 381-3222
,,,,,CALI MOTORS INC,"$16,750 ","7905 Van Nuys Blvd Ste Y Van Nuys, CA 91402",(818) 430-7530,,,,,,,,
195,2010,INFINITI M35 4X2,110677,JN1CY0AP2AM910098,DRIVETIME,"$11,700 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,DRIVETIME,"$11,700 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
196,2007,GMC SR 1500 4X2 CR SLE1,71336,2GTEC13C271560206,,,,,PACIFIC AUTO CENTER,"$20,750 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
197,2007,BMW 328I,82273,WBAVA37587NL15807,,,,,CARMAX # 7195,"$7,600 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
198,2007,LEXUS RX 350 FWD,136224,2T2GK31U47C010036,,,,,A/P AUTO SALES,"$9,200 ","8541 Garden Grove Blvd Garden Grove, CA 92844",(866) 661-0772,,,,
199,2007,GMC YUK XL DEN AWD,102982,1GKFK66847J161321,,,,,FORMULA ONE MOTORS,"$15,000 ","3896 Stevens Creek Blvd, San Jose, CA 95117",(408) 248-3300,,,,
200,2010,CADILLAC SRX AWD V6 LUXURY,36838,3GYFNDEYXAS566012,VOLKSWAGEN OF PUYALLUP,"$18,750 ","820 River Rd Puyallup, WA 98371
",(253) 200-1061,,,,,MONZA CAR,"$19,100 ","14961 Ventura Blvd Sherman Oaks, CA 91403",(818) 907-1770
201,2010,MERCEDES E350W,44324,WDDHF5GB1AA247891,,,,,STG AUTO GROUP,"$20,250 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
202,2012,CADILLAC CTS 4X2 V6 PREMIUM,42223,1G6DP1E39C0119775,,,,,STG AUTO GROUP,"$23,750 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
203,2008,MERCEDES C350W,83181,WDDGF56X58R038366,ALL GERMAN AUTO,"$11,000 ","1327 Simpson Way Escondido, CA 92029",(760) 738-4626,EZ CARS 101 LLC,"$13,250 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,
,,,,,BALLERS,"$13,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
,,,,,WEST SIDE AUTO SALES & LEASING,"$12,250 ",N/A,N/A,,,,,,,,
,,,,,EZ CARS 101 LLC,"$13,250 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,,,,,
,,,,,HAWTHORNE MOTORS PRE OWNED,"$11,250 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,,,,,,,,
204,2014,FORD ESCAPE FWD 4C SE,28327,1FMCU0GX5EUD25176,,,,,CARMAX # 7195,"$15,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
205,2011,MERCEDES GL450 4.6L,74914,4JGBF7BE7BA725466,,,,,,,,,KARPLUS WAREHOUSE INC,"$24,000 ","10103 San Fernando Rd Pacoima, CA 91331",(888) 379-8896
206,2013,MERCEDES GLK350W2 3.5L,79973,WDCGG5HB1DG072801,,,,,TEXAS AUTO FINANCE LLC,"$22,250 ",NA,NA,,,,
207,2014,HYUNDAI ELANTRA,13105,KMHDH6AH4EU025187,,,,,CARMAX # 7195,"$11,250 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
208,2013,KIA OPTIMA SX,76,5XXGR4A66DG171077,,,,,TRUCARS OC,"$18,750 ",NOT APPLICABLE,NOT APPLICABLE,,,,
209,2009,TOYOTA SEQUOIA 4X4 V8 PLATINUM,79688,5TDBY67A99S023709,LUTES MITSUBISHI,"$29,750 ","2820 Fulton Ave Sacramento, CA 95821",(916) 266-6250,CARS,"$30,000 ",NOT APPLICABLE,NOT APPLICABLE,,,,
,,,,,DEFINITIVE MOTORS,"$29,000 ","203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,,,,,,,,
210,2012,KIA OPTIMA SX,84,5XXGR4A6XCG086001,,,,,ROYS AUTO CENTER,"$20,500 ","505 Broadway St Eureka, CA 95501","
 (707) 443-3008",,,,
211,2008,HONDA ACCORD 4C LX-P,128538,1HGCP26428A000703,GLAZZY AUTO SALES,"$6,500 ","4505 E Belmont Ave Fresno, CA 93702",(559) 456-2987,,,,,,,,
,,,,,EMPIRE MOTORS,"$6,800 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,,,,,,,,
212,2008,PORSCHE CAYENNE V6,110745,WP1AA29P68LA18864,,,,,,,,,,,,
213,2007,AUDI A4 FWD V6 3.2L,83116,WAUAH78E37A129468,BALLERS,"$8,500 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,CARTWRIGHT MOTORS,"$8,750 ","4956 Paradise Rd Las Vegas, NV 89119 Southeast",(702) 476-6867,,,,
,,,,,AUSSIE AUTO INC,"$7,500 ",11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400,,,,,,,,
214,2009,BMW 528I,67370,WBANU53569C122997,CORONA MOTORS INC,"$12,000 ","1502 W Holt Blvd Ontario, CA 91762",(909) 395-5554,CARMAX # 7195,"$13,750 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
,,,,,BALLERS,"$13,500 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
,,,,,JIM ENTERPRISES AUTO SALES INC,"$11,750 ","4549 N Blackstone Ave, Fresno, CA 93726",(559) 222-0722,,,,,,,,
215,2008,AUDI A6 FWD V6,43257,WAUAH74F38N037950,,,,,CARMAX # 7195,"$12,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
216,2008,SCION TC,82696,JTKDE167580268947,BALLERS,"$6,500 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,CARMAX # 7195,"$8,300 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
217,2004,CHEVROLET 1500 SLV 4X2 EX,29469,1GCEC19TX4E393725,,,,,,,,,STERLING IMPORTS LTD,"$9,000 ","909 N Harbor Blvd Santa Ana, CA 92703",(714) 554-5127
218,2007,TOYOTA CAMRY 4C LE,47871,4T1BE46K27U593255,,,,,CARMAX # 7195,"$8,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
219,2014,FIAT 500L LOUNGE,24301,ZFBCFACH1EZ019309,,,,,STG AUTO GROUP,"$11,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
220,2013,BMW 528IA 528I AUTO,58435,WBAXG5C51DDY31744,,,,,WESTCOAST AUTO SALES,"$22,000 ","5180 Holt Blvd Montclair, CA 91763",(909) 900-0000,,,,
221,2005,TOYOTA COROLLA CE,107415,1NXBR32E15Z452463,SARA C TRADING,"$3,600 ","1286 El Hito Circle Pacific Palisades, CA 90272",310-310-3411,SARA C TRADING,"$3,600 ","1286 El Hito Circle Pacific Palisades, CA 90272",310-310-3411,,,,
222,2006,HONDA ACCORD 4C EX,82216,1HGCM72796A016366,,,,,DRIVETIME,"$5,500 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
223,2011,CHEVROLET EQUINOX FWD 4C LTZ,57256,2CNALFEC5B6387538,"CITY AUTO SALES, LLC","$12,750 ","400 North Johnson Ave El Cajon, CA 92020",(619) 588-4349,STG AUTO GROUP,"$13,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
224,2013,VOLKSWAGEN GOLF 4C TDI,66370,WVWNM7AJ0DW104176,VOLKSWAGEN OF PUYALLUP,"$11,750 ","820 River Rd Puyallup, WA 98371
",(253) 200-1061,STG AUTO GROUP,"$12,750 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
,,,,,TDI MOTORS,"$12,500 ","13427 NE 20th St Ste 175 Bellevue, WA 98005",(425) 820-4549,,,,,,,,
,,,,,OC MOTORCARS,"$12,000 ","1805 Placentia Ave\ Costa Mesa, CA 92627",(949) 650-7833,,,,,,,,
,,,,,NORTHWEST MOTORSCARS LLC,"$9,250 ",NA,NA,,,,,,,,
,,,,,WEST COAST ROVERS,"$11,500 ","22552 Muirlands Blvd Lake Forest, CA, CA 92630",Phone number (949) 768-3777,,,,,,,,
,,,,,DEFINITIVE MOTORS,"$12,250 ","203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,,,,,,,,
225,2013,KIA OPTIMA EX,38483,5XXGN4A72DG199351,,,,,CARMAX # 7195,"$13,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
226,2012,LANDROVER RRE PURE PRM 5 PURE PREM,41779,SALVR2BG9CH671134,DALLAS PREOWNED AUTO G,"$25,000 ","3404 Wiley Post Rd Carrollton, TX 75006",(972) 914-8232,,,,,REPOSSESS AUTO,"$25,250 ","17025 Hawthorne Blvd Lawndale, CA 90260",(877) 589-7713
227,2013,VOLKSWAGEN BEETLE 4C 2.0T,53150,3VW7T7AT1DM833295,D'ANGELO LLC,"$12,750 ",N/A,N/A,,,,,STG AUTO GROUP,"$13,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595
,,,,,NORTHWEST MOTORSCARS LLC,"$12,500 ",NA,NA,,,,,,,,
228,2008,BMW 750I 750I,96725,WBAHL83518DT13799,BALLERS,"$11,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS,"$11,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
,,,,,HAWTHORNE MOTORS PRE OWNED,"$10,250 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,,,,,,,,
,,,,,CERTIFIED LUXURY AUTO INC,"$9,250 ","1005 N Scottsdale Rd Scottsdale, AZ 85257",(480) 827-7679,,,,,,,,
229,2005,TOYOTA PRIUS,197861,JTDKB20U153006297,,,,,,,,,EXPO MOTORS,"$3,000 ","11655 North Fwy Houston, TX 77060",1-855-207-5695
230,2010,AUDI A4 FWD 2.0T PRM,88779,WAUAFAFL2AN014249,HAWTHORNE MOTORS PRE OWNED,"$10,500 ","16301 Hawthorne Blvd Lawndale, CA 90260",(310) 793-9999,LA CAR GALLERY INC,"$10,750 ","21323 Devonshire St Chatsworth, CA 9131",(818) 824-4846,,,,
231,2013,PORSCHE CAYENNE V8 S,72995,WP1AB2A22DLA85324,,,,,,,,,STG AUTO GROUP,"$34,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595
232,2013,BMW 550IA 550I AUTO,50103,WBAFR9C57DDX80845,,,,,,,,,STG AUTO GROUP,"$30,500 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595
233,2010,BMW 328I SA 328I,93378,WBAPH7C51AA175678,,,,,GUARD AUTO SALES,"$10,100 ","1013 N Harbor Blvd, Santa Ana, CA 92703",(714) 265-1881,,,,
234,2009,TOYOTA SIENNA FWD BLK,61235,5TDZK22C29S241251,,,,,CARMAX # 7195,"$16,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
235,2008,TOYOTA SIENNA FWD XLE,105187,5TDZK22C28S119617,CASTLE AUTO GROUP,"$9,500 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,CARMAX # 7195,"$9,750 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
236,2009,CADILLAC ESCAL ESV AWD PLATINUM,118701,1GYFK36219R224220,"CITY AUTO SALES, LLC","$19,500 ","400 North Johnson Ave El Cajon, CA 92020",(619) 588-4349,,,,,LA PLAYITA AUTO SALES INC,"$19,750 ","2955 E Firestone Blvd South Gate, CA 90280",(323) 566-4846
,,,,,ALAN'S AUTO NETWORK,"$18,750 ","2575 Kietzke Ln Reno, NV 89502",(775) 786-0600,,,,,,,,
237,2009,JEEP LIBERTY,99223,1J8GP28K39W506260,,,,,,,,,SAN PEDRO AUTO SALES,"$6,500 ",,
238,2009,BMW 135I 135I,43773,WBAUN93559VK40947,,,,,,,,,MONZA CAR,"$15,250 ","14961 Ventura Blvd Sherman Oaks, CA 91403",(818) 907-1770
239,2008,FORD 350 SRW 4X4 CR,72944,1FTWW31R88EC38362,CJ WILSON MAZDA OF VEN,"$26,250 ","6500 Auto Center Dr Ventura, CA 93003",(805) 644-2886,,,,,,,,
240,2009,NISSAN ALTIMA V6 3.5 SE,49506,1N4BL24E69C102132,,,,,ANAHEIM MITSUBISHI,"$21,250 ","1300 South Auto Center Dr Anaheim, CA 92806",(714) 533-2200,,,,
